horas_trabajo_totales,horas_visual,area,ciudad,etnia,condicion_actividad,empleo,desempleo,empleo_adecuado,personas_hogar,genero,edad,seguro,estado_civil,asiste_a_clases,nivel_educativo,rama_instruccion,como_busca_empleo,razon_dejo_trabajo,ocupacion_actual,tiempo_experiencia,ingreso_laboral,ingreso_per_capita
20.0,20.0,2,Gonzalez suarez,No hay dato,5.0,1.0,,,,2,40.0,6.0,Casado(a),No,6.0,Educación,,,Trabajador del hogar no remunerado,10.0,,587.5
,0.0,2,Gonzalez suarez,No hay dato,0.0,,,,,1,1.0,6.0,,,,Sin dato,,,,,,587.5
20.0,20.0,2,Gonzalez suarez,No hay dato,4.0,1.0,,,,2,22.0,6.0,Unión libre,Si,7.0,"Cs. Sociales, Comercio y Derecho",,,Empleado privado,0.0,200.0,587.5
,0.0,2,Gonzalez suarez,No hay dato,9.0,,,,,2,84.0,6.0,Viudo(a),No,1.0,Sin dato,No realizó ninguna gestión,,,,,
40.0,40.0,2,Gonzalez suarez,No hay dato,1.0,1.0,,1.0,,1,27.0,6.0,Casado(a),No,5.0,"Ingeniería, Industria y Construcción",,,Empleado privado,1.0,1095.0,547.5
,0.0,2,Gonzalez suarez,No hay dato,9.0,,,,,2,24.0,6.0,Casado(a),No,7.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,547.5
40.0,40.0,2,Gonzalez suarez,No hay dato,1.0,1.0,,1.0,,1,26.0,6.0,Casado(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Empleado privado,9.0,1050.0,351.875
40.0,40.0,2,Gonzalez suarez,No hay dato,1.0,1.0,,1.0,,2,27.0,6.0,Casado(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Empleado privado,1.0,895.0,351.875
,0.0,2,Gonzalez suarez,No hay dato,0.0,,,,,1,6.0,6.0,,Si,5.0,Educación,No realizó ninguna gestión,,,,,351.875
40.0,40.0,2,Gonzalez suarez,No hay dato,1.0,1.0,,1.0,,2,31.0,6.0,Soltero(a),No,6.0,Agricultura y Veterinaria,,,Empleado privado,4.0,825.0,351.875
,0.0,2,Gonzalez suarez,No hay dato,9.0,,,,,1,15.0,6.0,Soltero(a),Si,5.0,Tecnología,No realizó ninguna gestión,,,,,351.875
,0.0,2,Gonzalez suarez,No hay dato,0.0,,,,,2,12.0,6.0,Soltero(a),Si,5.0,Salud y Bienestar,No realizó ninguna gestión,,,,,351.875
,0.0,2,Gonzalez suarez,No hay dato,0.0,,,,,1,10.0,6.0,,Si,5.0,"Ingeniería, Industria y Construcción",No realizó ninguna gestión,,,,,351.875
,0.0,2,Gonzalez suarez,No hay dato,0.0,,,,,1,8.0,6.0,,Si,5.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,351.875
20.0,20.0,2,Gonzalez suarez,No hay dato,4.0,1.0,,,,1,71.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Cuenta Propia,40.0,120.0,510.0
,0.0,2,Gonzalez suarez,No hay dato,9.0,,,,,2,71.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,510.0
48.0,48.0,2,Gonzalez suarez,No hay dato,4.0,1.0,,,,1,54.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Cuenta Propia,25.0,375.0,175.0
30.0,30.0,2,Gonzalez suarez,No hay dato,4.0,1.0,,,,2,54.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Cuenta Propia,3.0,150.0,175.0
30.0,30.0,2,Gonzalez suarez,No hay dato,5.0,1.0,,,,2,20.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Trabajador del hogar no remunerado,3.0,,175.0
,0.0,1,San juan de iluman,No hay dato,9.0,,,,,1,67.0,6.0,Casado(a),No,4.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,67.5
,0.0,1,San juan de iluman,No hay dato,9.0,,,,,2,69.0,6.0,Casado(a),No,1.0,Sin dato,No realizó ninguna gestión,,,,,67.5
30.0,30.0,1,San juan de iluman,No hay dato,2.0,1.0,,,,1,24.0,6.0,Casado(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Cuenta Propia,1.0,270.0,67.5
30.0,30.0,1,San juan de iluman,No hay dato,5.0,1.0,,,,2,21.0,6.0,Casado(a),No,5.0,Salud y Bienestar,,,Trabajador del hogar no remunerado,1.0,,67.5
10.0,10.0,1,San juan de iluman,No hay dato,2.0,1.0,,,,1,81.0,6.0,Viudo(a),No,1.0,Sin dato,,,Jornalero o peón,3.0,40.0,100.0
,0.0,1,San juan de iluman,No hay dato,9.0,,,,,2,41.0,6.0,Soltero(a),No,1.0,Sin dato,No realizó ninguna gestión,,,,,50.0
20.0,20.0,1,San juan de iluman,No hay dato,4.0,1.0,,,,2,76.0,6.0,Separado(a),No,1.0,Sin dato,,,Empleado privado,1.0,40.0,70.0
40.0,40.0,1,San juan de iluman,No hay dato,4.0,1.0,,,,1,50.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Cuenta Propia,20.0,380.0,126.66666666666667
30.0,30.0,1,San juan de iluman,No hay dato,5.0,1.0,,,,2,55.0,6.0,Casado(a),No,4.0,"Cs. Sociales, Comercio y Derecho",,,Trabajador del hogar no remunerado,20.0,,126.66666666666667
30.0,30.0,1,San juan de iluman,No hay dato,5.0,1.0,,,,2,24.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Trabajador del hogar no remunerado,3.0,,126.66666666666667
30.0,30.0,1,San juan de iluman,No hay dato,4.0,1.0,,,,1,64.0,6.0,Casado(a),No,1.0,Sin dato,,,Cuenta Propia,30.0,0.0,39.0
,0.0,1,San juan de iluman,No hay dato,9.0,,,,,2,59.0,6.0,Casado(a),No,1.0,Sin dato,No realizó ninguna gestión,,,,,39.0
,0.0,1,San juan de iluman,No hay dato,9.0,,,,,2,26.0,6.0,Casado(a),No,7.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,39.0
24.0,24.0,1,San juan de iluman,No hay dato,2.0,1.0,,,,1,29.0,6.0,Casado(a),No,5.0,Salud y Bienestar,,,Cuenta Propia,2.0,140.0,39.0
,0.0,1,San juan de iluman,No hay dato,0.0,,,,,1,3.0,6.0,,,,Sin dato,,,,,,39.0
50.0,50.0,1,San juan de iluman,No hay dato,4.0,1.0,,,,1,60.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Cuenta Propia,30.0,350.0,371.6666666666667
50.0,50.0,1,San juan de iluman,No hay dato,5.0,1.0,,,,2,59.0,6.0,Casado(a),No,1.0,Sin dato,,,Trabajador del hogar no remunerado,30.0,,371.6666666666667
40.0,40.0,1,San juan de iluman,No hay dato,1.0,1.0,,1.0,,1,42.0,6.0,Soltero(a),No,10.0,Educación,,,Empleado de gobierno,10.0,765.0,371.6666666666667
40.0,40.0,1,San rafael,No hay dato,4.0,1.0,,,,1,50.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Cuenta Propia,20.0,240.0,61.25
40.0,40.0,1,San rafael,No hay dato,5.0,1.0,,,,2,45.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Trabajador del hogar no remunerado,18.0,,61.25
,0.0,1,San rafael,No hay dato,9.0,,,,,2,19.0,6.0,Soltero(a),Si,8.0,Educación,No realizó ninguna gestión,,,,,61.25
,0.0,1,San rafael,No hay dato,0.0,,,,,1,9.0,6.0,,Si,5.0,Ciencias,No realizó ninguna gestión,,,,,61.25
,0.0,1,San rafael,No hay dato,9.0,,,,,1,76.0,6.0,Casado(a),No,1.0,Sin dato,No realizó ninguna gestión,,,,,100.0
,0.0,1,San rafael,No hay dato,9.0,,,,,2,78.0,6.0,Casado(a),No,1.0,Sin dato,No realizó ninguna gestión,,,,,100.0
40.0,40.0,1,San rafael,No hay dato,4.0,1.0,,,,1,44.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Cuenta Propia,20.0,50.0,64.28571428571429
40.0,40.0,1,San rafael,No hay dato,5.0,1.0,,,,2,42.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Trabajador del hogar no remunerado,22.0,,64.28571428571429
,0.0,1,San rafael,No hay dato,9.0,,,,,2,15.0,6.0,Soltero(a),Si,5.0,Sin especificar,No realizó ninguna gestión,,,,,64.28571428571429
,0.0,1,San rafael,No hay dato,0.0,,,,,1,12.0,6.0,Soltero(a),Si,5.0,Salud y Bienestar,No realizó ninguna gestión,,,,,64.28571428571429
40.0,40.0,1,San rafael,No hay dato,4.0,1.0,,,,1,25.0,6.0,Casado(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Empleado privado,3.0,400.0,64.28571428571429
,0.0,1,San rafael,No hay dato,9.0,,,,,2,19.0,6.0,Casado(a),No,7.0,Humanidades y Artes,No realizó ninguna gestión,,,,,64.28571428571429
,0.0,1,San rafael,No hay dato,0.0,,,,,1,1.0,6.0,,,,Sin dato,,,,,,64.28571428571429
40.0,40.0,1,San rafael,No hay dato,2.0,1.0,,,,2,38.0,6.0,Separado(a),No,4.0,"Ingeniería, Industria y Construcción",,,Cuenta Propia,12.0,155.0,77.5
,0.0,1,San rafael,No hay dato,9.0,,,,,2,17.0,6.0,Soltero(a),Si,7.0,Humanidades y Artes,No realizó ninguna gestión,,,,,77.5
,0.0,1,San rafael,No hay dato,0.0,,,,,1,14.0,6.0,Soltero(a),Si,5.0,Sin especificar,No realizó ninguna gestión,,,,,77.5
,0.0,1,San rafael,No hay dato,9.0,,,,,2,81.0,6.0,Viudo(a),No,1.0,Sin dato,No realizó ninguna gestión,,,,,77.5
40.0,40.0,1,San rafael,No hay dato,2.0,1.0,,,,1,53.0,6.0,Casado(a),No,4.0,"Cs. Sociales, Comercio y Derecho",,,Jornalero o peón,33.0,190.0,293.3333333333333
20.0,20.0,1,San rafael,No hay dato,4.0,1.0,,,,2,52.0,6.0,Casado(a),No,1.0,Sin dato,,,Cuenta Propia,32.0,120.0,293.3333333333333
40.0,40.0,1,San rafael,No hay dato,1.0,1.0,,1.0,,1,25.0,6.0,Divorciado(a),No,7.0,Educación,,,Empleado privado,7.0,515.0,293.3333333333333
32.0,32.0,1,San rafael,No hay dato,2.0,1.0,,,,1,52.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Jornalero o peón,10.0,100.0,33.333333333333336
,0.0,1,San rafael,No hay dato,9.0,,,,,2,51.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,33.333333333333336
,0.0,1,San rafael,No hay dato,7.0,,Población con desempleo,,,2,19.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",Hablar con amigos o parientes,,,,,33.333333333333336
40.0,40.0,1,San rafael,No hay dato,1.0,1.0,,1.0,,1,43.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Empleado privado,23.0,940.0,402.85714285714283
40.0,40.0,1,San rafael,No hay dato,1.0,1.0,,1.0,,2,44.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Empleado privado,20.0,940.0,402.85714285714283
40.0,40.0,1,San rafael,No hay dato,1.0,1.0,,1.0,,1,21.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Empleado privado,3.0,940.0,402.85714285714283
,0.0,1,San rafael,No hay dato,9.0,,,,,2,17.0,6.0,Soltero(a),Si,7.0,Humanidades y Artes,No realizó ninguna gestión,,,,,402.85714285714283
,0.0,1,San rafael,No hay dato,9.0,,,,,1,15.0,6.0,Soltero(a),Si,5.0,Sin especificar,No realizó ninguna gestión,,,,,402.85714285714283
,0.0,1,San rafael,No hay dato,0.0,,,,,1,13.0,6.0,Soltero(a),Si,5.0,Salud y Bienestar,No realizó ninguna gestión,,,,,402.85714285714283
,0.0,1,San rafael,No hay dato,0.0,,,,,2,10.0,6.0,,Si,5.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,402.85714285714283
40.0,40.0,1,San rafael,No hay dato,1.0,1.0,,1.0,,1,43.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Empleado privado,10.0,1005.0,548.3333333333334
40.0,40.0,1,San rafael,No hay dato,1.0,1.0,,1.0,,2,46.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Empleado privado,15.0,635.0,548.3333333333334
,0.0,1,San rafael,No hay dato,0.0,,,,,1,12.0,6.0,Soltero(a),Si,5.0,Salud y Bienestar,No realizó ninguna gestión,,,,,548.3333333333334
40.0,40.0,1,San rafael,No hay dato,4.0,1.0,,,,2,59.0,6.0,Viudo(a),No,4.0,Agricultura y Veterinaria,,,Cuenta Propia,48.0,70.0,477.5
,0.0,1,San rafael,No hay dato,0.0,,,,,1,13.0,6.0,Soltero(a),Si,5.0,Salud y Bienestar,No realizó ninguna gestión,,,,,477.5
16.0,16.0,1,San rafael,No hay dato,2.0,1.0,,,,1,30.0,6.0,Soltero(a),No,8.0,"Cs. Sociales, Comercio y Derecho",,,Empleado privado,5.0,135.0,407.5
,0.0,1,San rafael,No hay dato,9.0,,,,,2,79.0,6.0,Viudo(a),No,4.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,407.5
40.0,40.0,1,San rafael,No hay dato,4.0,1.0,,,,1,50.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Cuenta Propia,25.0,200.0,307.5
40.0,40.0,1,San rafael,No hay dato,5.0,1.0,,,,2,50.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Trabajador del hogar no remunerado,10.0,,307.5
40.0,40.0,1,San rafael,No hay dato,1.0,1.0,,1.0,,1,23.0,6.0,Soltero(a),No,9.0,Ciencias,,,Empleado de gobierno,0.0,1030.0,307.5
20.0,20.0,1,San rafael,No hay dato,5.0,1.0,,,,2,20.0,6.0,Soltero(a),Si,9.0,"Cs. Sociales, Comercio y Derecho",,,Trabajador del hogar no remunerado,6.0,,307.5
56.0,56.0,1,San rafael,No hay dato,1.0,1.0,,1.0,,2,62.0,6.0,Divorciado(a),No,4.0,Agricultura y Veterinaria,,,Cuenta Propia,40.0,500.0,483.3333333333333
40.0,40.0,1,San rafael,No hay dato,1.0,1.0,,1.0,,1,39.0,6.0,Divorciado(a),No,6.0,Agricultura y Veterinaria,,,Empleado de gobierno,18.0,950.0,483.3333333333333
,0.0,1,San rafael,No hay dato,9.0,,,,,1,69.0,6.0,Divorciado(a),No,4.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,483.3333333333333
,0.0,1,San rafael,No hay dato,9.0,,,,,2,83.0,6.0,Viudo(a),No,4.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,80.0
40.0,40.0,1,San rafael,No hay dato,4.0,1.0,,,,1,64.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Cuenta Propia,45.0,200.0,820.0
,0.0,1,San rafael,No hay dato,9.0,,,,,2,78.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,820.0
40.0,40.0,1,San rafael,No hay dato,1.0,1.0,,1.0,,1,35.0,6.0,Soltero(a),No,6.0,Agricultura y Veterinaria,,,Empleado de gobierno,10.0,950.0,820.0
40.0,40.0,1,San rafael,No hay dato,1.0,1.0,,1.0,,2,40.0,6.0,Soltero(a),No,6.0,Agricultura y Veterinaria,,,Empleado de gobierno,20.0,2180.0,820.0
,0.0,1,San rafael,No hay dato,9.0,,,,,2,19.0,6.0,Soltero(a),Si,7.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,820.0
,0.0,1,San rafael,No hay dato,0.0,,,,,1,10.0,,,Si,5.0,"Ingeniería, Industria y Construcción",No realizó ninguna gestión,,,,,820.0
,0.0,1,Pimampiro,No hay dato,9.0,,,,,2,55.0,6.0,Casado(a),No,4.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,227.6
24.0,24.0,1,Pimampiro,No hay dato,4.0,1.0,,,,1,55.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Jornalero o peón,40.0,190.0,227.6
40.0,40.0,1,Pimampiro,No hay dato,1.0,1.0,,1.0,,1,22.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Empleado privado,1.0,470.0,227.6
40.0,40.0,1,Pimampiro,No hay dato,1.0,1.0,,1.0,,1,21.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Empleado privado,1.0,470.0,227.6
,0.0,1,Pimampiro,No hay dato,9.0,,,,,2,18.0,6.0,Soltero(a),Si,7.0,Humanidades y Artes,No realizó ninguna gestión,,,,,227.6
,0.0,1,Pimampiro,No hay dato,9.0,,,,,1,70.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,140.0
40.0,40.0,1,Pimampiro,No hay dato,4.0,1.0,,,,2,60.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Patrono,20.0,320.0,140.0
40.0,40.0,1,Pimampiro,No hay dato,4.0,1.0,,,,2,58.0,6.0,Divorciado(a),No,4.0,Agricultura y Veterinaria,,,Jornalero o peón,40.0,100.0,140.0
40.0,40.0,1,Pimampiro,No hay dato,4.0,1.0,,,,1,45.0,6.0,Unión libre,No,4.0,Agricultura y Veterinaria,,,Jornalero o peón,20.0,360.0,156.66666666666666
40.0,40.0,1,Pimampiro,No hay dato,4.0,1.0,,,,2,47.0,6.0,Unión libre,No,4.0,Agricultura y Veterinaria,,,Jornalero o peón,30.0,350.0,156.66666666666666
,0.0,1,Pimampiro,No hay dato,9.0,,,,,2,24.0,6.0,Soltero(a),No,9.0,Educación,No realizó ninguna gestión,,,,,156.66666666666666
24.0,24.0,1,Pimampiro,No hay dato,4.0,1.0,,,,2,20.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Jornalero o peón,5.0,230.0,156.66666666666666
,0.0,1,Pimampiro,No hay dato,9.0,,,,,2,18.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,156.66666666666666
,0.0,1,Pimampiro,No hay dato,0.0,,,,,1,3.0,6.0,,,,Sin dato,,,,,,156.66666666666666
40.0,40.0,1,Pimampiro,No hay dato,1.0,1.0,,1.0,,1,44.0,6.0,Casado(a),No,6.0,Agricultura y Veterinaria,,,Empleado privado,15.0,1198.0,481.5
50.0,50.0,1,Pimampiro,No hay dato,1.0,1.0,,1.0,,2,41.0,6.0,Casado(a),No,6.0,Agricultura y Veterinaria,,,Cuenta Propia,1.0,720.0,481.5
,0.0,1,Pimampiro,No hay dato,7.0,,Población con desempleo,,,2,22.0,6.0,Soltero(a),No,9.0,Ciencias,Buscar por Internet,,,,,481.5
,0.0,1,Pimampiro,No hay dato,0.0,,,,,1,13.0,6.0,Soltero(a),Si,5.0,Servicios,No realizó ninguna gestión,,,,,481.5
24.0,24.0,1,Pimampiro,No hay dato,4.0,1.0,,,,1,19.0,6.0,Soltero(a),No,5.0,Tecnología,,,Jornalero o peón,4.0,145.0,103.25
30.0,30.0,1,Pimampiro,No hay dato,4.0,1.0,,,,1,21.0,6.0,Soltero(a),No,5.0,Tecnología,,,Jornalero o peón,4.0,210.0,103.25
,0.0,1,Pimampiro,No hay dato,9.0,,,,,1,16.0,6.0,Soltero(a),Si,5.0,Sin especificar,No realizó ninguna gestión,,,,,103.25
,0.0,1,Pimampiro,No hay dato,0.0,,,,,2,11.0,6.0,,Si,5.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,103.25
16.0,16.0,1,Pimampiro,No hay dato,4.0,1.0,,,,1,61.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Jornalero o peón,8.0,130.0,97.4
30.0,30.0,1,Pimampiro,No hay dato,4.0,1.0,,,,2,65.0,6.0,Casado(a),No,6.0,Educación,,,Cuenta Propia,4.0,190.0,97.4
,0.0,1,Pimampiro,No hay dato,9.0,,,,,1,17.0,6.0,Soltero(a),Si,7.0,Humanidades y Artes,No realizó ninguna gestión,,,,,97.4
,0.0,1,Pimampiro,No hay dato,0.0,,,,,2,14.0,6.0,Soltero(a),Si,5.0,Sin especificar,No realizó ninguna gestión,,,,,97.4
,0.0,1,Pimampiro,No hay dato,0.0,,,,,2,12.0,6.0,Soltero(a),Si,5.0,Salud y Bienestar,No realizó ninguna gestión,,,,,97.4
24.0,24.0,1,Pimampiro,No hay dato,4.0,1.0,,,,1,53.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Jornalero o peón,20.0,390.0,119.5
,0.0,1,Pimampiro,No hay dato,9.0,,,,,2,49.0,6.0,Casado(a),No,6.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,119.5
16.0,16.0,1,Pimampiro,No hay dato,4.0,1.0,,,,2,28.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Empleado privado,2.0,84.0,119.5
,0.0,1,Pimampiro,No hay dato,0.0,,,,,1,8.0,6.0,,Si,5.0,Humanidades y Artes,No realizó ninguna gestión,,,,,119.5
,0.0,2,Pimampiro,No hay dato,9.0,,,,,2,86.0,6.0,Viudo(a),No,4.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,200.0
30.0,30.0,2,Pimampiro,No hay dato,4.0,1.0,,,,1,36.0,6.0,Casado(a),No,9.0,"Ingeniería, Industria y Construcción",,,Cuenta Propia,10.0,355.0,510.5
40.0,40.0,2,Pimampiro,No hay dato,1.0,1.0,,1.0,,2,41.0,6.0,Casado(a),No,9.0,Ciencias,,,Empleado de gobierno,18.0,1682.0,510.5
,0.0,2,Pimampiro,No hay dato,0.0,,,,,2,10.0,6.0,,Si,5.0,"Ingeniería, Industria y Construcción",No realizó ninguna gestión,,,,,510.5
,0.0,2,Pimampiro,No hay dato,0.0,,,,,1,6.0,6.0,,Si,5.0,Educación,No realizó ninguna gestión,,,,,510.5
,0.0,2,Pimampiro,No hay dato,9.0,,,,,2,74.0,6.0,Viudo(a),No,4.0,Ciencias,No realizó ninguna gestión,,,,,32.5
24.0,24.0,2,Pimampiro,No hay dato,4.0,1.0,,,,1,46.0,6.0,Soltero(a),No,4.0,Agricultura y Veterinaria,,,Cuenta Propia,30.0,65.0,32.5
48.0,48.0,2,Pimampiro,No hay dato,1.0,1.0,,1.0,,1,50.0,6.0,Unión libre,No,4.0,"Cs. Sociales, Comercio y Derecho",,,Jornalero o peón,35.0,504.0,139.33333333333334
24.0,24.0,2,Pimampiro,No hay dato,2.0,1.0,,,,2,48.0,6.0,Unión libre,No,1.0,Sin dato,,,Jornalero o peón,20.0,165.0,139.33333333333334
,0.0,2,Pimampiro,No hay dato,9.0,,,,,1,18.0,6.0,Soltero(a),Si,7.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,139.33333333333334
15.0,15.0,2,Pimampiro,No hay dato,4.0,1.0,,,,2,17.0,6.0,Soltero(a),Si,7.0,Educación,,,Empleado privado,1.0,100.0,139.33333333333334
,0.0,2,Pimampiro,No hay dato,9.0,,,,,1,15.0,6.0,Soltero(a),Si,5.0,Tecnología,No realizó ninguna gestión,,,,,139.33333333333334
,0.0,2,Pimampiro,No hay dato,0.0,,,,,1,13.0,6.0,Soltero(a),Si,5.0,Servicios,No realizó ninguna gestión,,,,,139.33333333333334
40.0,40.0,2,Pimampiro,No hay dato,1.0,1.0,,1.0,,1,65.0,,Casado(a),No,4.0,Agricultura y Veterinaria,,,Patrono,50.0,630.0,315.0
32.0,32.0,2,Pimampiro,No hay dato,5.0,1.0,,,,2,61.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Trabajador del hogar no remunerado,43.0,,315.0
40.0,40.0,2,Pimampiro,No hay dato,1.0,1.0,,1.0,,1,49.0,6.0,Unión libre,No,6.0,"Cs. Sociales, Comercio y Derecho",,,Patrono,20.0,595.0,305.0
32.0,32.0,2,Pimampiro,No hay dato,5.0,1.0,,,,2,43.0,6.0,Unión libre,No,6.0,"Cs. Sociales, Comercio y Derecho",,,Trabajador del hogar no remunerado,15.0,,305.0
16.0,16.0,2,Pimampiro,No hay dato,2.0,1.0,,,,2,25.0,6.0,Soltero(a),No,10.0,Humanidades y Artes,,,Empleado privado,0.0,320.0,305.0
,0.0,2,Pimampiro,No hay dato,9.0,,,,,1,88.0,6.0,Casado(a),No,4.0,"Ingeniería, Industria y Construcción",No realizó ninguna gestión,,,,,
,0.0,2,Pimampiro,No hay dato,9.0,,,,,2,83.0,6.0,Casado(a),No,4.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,
20.0,20.0,2,Pimampiro,No hay dato,4.0,1.0,,,,1,79.0,6.0,Casado(a),No,4.0,"Cs. Sociales, Comercio y Derecho",,,Cuenta Propia,60.0,0.0,
,0.0,2,Pimampiro,No hay dato,9.0,,,,,2,81.0,6.0,Casado(a),No,1.0,Sin dato,No realizó ninguna gestión,,,,,
30.0,30.0,2,Pimampiro,No hay dato,2.0,1.0,,,,1,46.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Cuenta Propia,2.0,880.0,221.25
,0.0,2,Pimampiro,No hay dato,9.0,,,,,2,44.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,221.25
,0.0,2,Pimampiro,No hay dato,9.0,,,,,2,17.0,6.0,Soltero(a),Si,7.0,Humanidades y Artes,No realizó ninguna gestión,,,,,221.25
,0.0,2,Pimampiro,No hay dato,0.0,,,,,2,4.0,6.0,,,,Sin dato,,,,,,221.25
,0.0,2,Pimampiro,No hay dato,9.0,,,,,1,72.0,6.0,Viudo(a),No,4.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,165.0
32.0,32.0,2,Pimampiro,No hay dato,4.0,1.0,,,,1,24.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Jornalero o peón,5.0,280.0,165.0
30.0,30.0,2,Pimampiro,No hay dato,4.0,1.0,,,,1,59.0,6.0,Casado(a),No,4.0,Humanidades y Artes,,,Jornalero o peón,40.0,210.0,112.5
,0.0,2,Pimampiro,No hay dato,9.0,,,,,2,55.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,112.5
24.0,24.0,2,Pimampiro,No hay dato,2.0,1.0,,,,1,24.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Jornalero o peón,4.0,140.0,112.5
,0.0,2,Pimampiro,No hay dato,0.0,,,,,2,3.0,6.0,,,,Sin dato,,,,,,112.5
25.0,25.0,2,Pimampiro,No hay dato,4.0,1.0,,,,1,77.0,6.0,Casado(a),No,4.0,Educación,,,Cuenta Propia,50.0,135.0,127.5
25.0,25.0,2,Pimampiro,No hay dato,5.0,1.0,,,,2,71.0,6.0,Casado(a),No,4.0,Humanidades y Artes,,,Trabajador del hogar no remunerado,50.0,,127.5
32.0,32.0,2,Pimampiro,No hay dato,4.0,1.0,,,,2,49.0,6.0,Soltero(a),No,4.0,Agricultura y Veterinaria,,,Cuenta Propia,33.0,124.0,259.0
10.0,10.0,2,Pimampiro,No hay dato,4.0,1.0,,,,1,69.0,6.0,Casado(a),No,4.0,Humanidades y Artes,,,Cuenta Propia,53.0,20.0,10.0
8.0,8.0,2,Pimampiro,No hay dato,5.0,1.0,,,,2,69.0,6.0,Casado(a),No,1.0,Sin dato,,,Trabajador del hogar no remunerado,53.0,,10.0
24.0,24.0,2,Cahuasqui,No hay dato,2.0,1.0,,,,1,38.0,6.0,Casado(a),No,6.0,Agricultura y Veterinaria,,,Jornalero o peón,22.0,250.0,54.8
